ID_DRIVER,DATE,DAY,NIGHT
4000,01-01-2008,85,75
4000,02-01-2008,87,73
4000,03-01-2008,80,80
4000,04-01-2008,83,77
4000,05-01-2008,84,76
4000,06-01-2008,77,83
4000,07-01-2008,73,87
4000,08-01-2008,89,71
4000,09-01-2008,83,77
4000,10-01-2008,79,81
4000,11-01-2008,74,86
4000,12-01-2008,77,83
4000,01-01-2009,88,72
4000,02-01-2009,81,79
4000,03-01-2009,82,78
4000,04-01-2009,90,70
4000,05-01-2009,86,74
4000,06-01-2009,73,87
4000,07-01-2009,80,80
4000,08-01-2009,89,71
4000,09-01-2009,79,81
4001,01-01-2008,83,77
4001,02-01-2008,75,85
4001,03-01-2008,79,81
4001,04-01-2008,90,70
4001,05-01-2008,86,74
4001,06-01-2008,71,89
4001,07-01-2008,89,71
4001,08-01-2008,76,84
4001,09-01-2008,90,70
4001,10-01-2008,89,71
4001,11-01-2008,87,73
4001,12-01-2008,88,72
4001,01-01-2009,74,86
4001,02-01-2009,71,89
4001,03-01-2009,81,79
4001,04-01-2009,75,85
4001,05-01-2009,76,84
4001,06-01-2009,88,72
4001,07-01-2009,71,89
4001,08-01-2009,89,71
4001,09-01-2009,74,86
4002,01-01-2008,72,88
4002,02-01-2008,74,86
4002,03-01-2008,82,78
4002,04-01-2008,77,83
4002,05-01-2008,86,74
4002,06-01-2008,75,85
4002,07-01-2008,84,76
4002,08-01-2008,85,75
4002,09-01-2008,73,87
4002,10-01-2008,88,72
4002,11-01-2008,82,78
4002,12-01-2008,78,82
4002,01-01-2009,83,77
4002,02-01-2009,88,72
4002,03-01-2009,74,86
4002,04-01-2009,80,80
4002,05-01-2009,83,77
4002,06-01-2009,74,86
4002,07-01-2009,77,83
4002,08-01-2009,82,78
4002,09-01-2009,73,87
4003,01-01-2008,90,70
4003,02-01-2008,86,74
4003,03-01-2008,84,76
4003,04-01-2008,90,70
4003,05-01-2008,74,86
4003,06-01-2008,90,70
4003,07-01-2008,78,82
4003,08-01-2008,81,79
4003,09-01-2008,77,83
4003,10-01-2008,72,88
4003,11-01-2008,73,87
4003,12-01-2008,89,71
4003,01-01-2009,84,76
4003,02-01-2009,75,85
4003,03-01-2009,83,77
4003,04-01-2009,73,87
4003,05-01-2009,79,81
4003,06-01-2009,81,79
4003,07-01-2009,86,74
4003,08-01-2009,74,86
4003,09-01-2009,90,70
4004,01-01-2008,74,86
4004,02-01-2008,74,86
4004,03-01-2008,81,79
4004,04-01-2008,82,78
4004,05-01-2008,89,71
4004,06-01-2008,77,83
4004,07-01-2008,89,71
4004,08-01-2008,74,86
4004,09-01-2008,85,75
4004,10-01-2008,75,85
4004,11-01-2008,88,72
4004,12-01-2008,72,88
4004,01-01-2009,86,74
4004,02-01-2009,86,74
4004,03-01-2009,82,78
4004,04-01-2009,75,85
4004,05-01-2009,79,81
4004,06-01-2009,71,89
4004,07-01-2009,78,82
4004,08-01-2009,80,80
4004,09-01-2009,83,77
4005,01-01-2008,82,78
4005,02-01-2008,90,70
4005,03-01-2008,88,72
4005,04-01-2008,89,71
4005,05-01-2008,80,80
4005,06-01-2008,76,84
4005,07-01-2008,87,73
4005,08-01-2008,78,82
4005,09-01-2008,82,78
4005,10-01-2008,86,74
4005,11-01-2008,85,75
4005,12-01-2008,85,75
4005,01-01-2009,85,75
4005,02-01-2009,75,85
4005,03-01-2009,71,89
4005,04-01-2009,81,79
4005,05-01-2009,75,85
4005,06-01-2009,84,76
4005,07-01-2009,76,84
4005,08-01-2009,86,74
4005,09-01-2009,86,74
4006,01-01-2008,81,79
4006,02-01-2008,88,72
4006,03-01-2008,80,80
4006,04-01-2008,85,75
4006,05-01-2008,84,76
4006,06-01-2008,86,74
4006,07-01-2008,84,76
4006,08-01-2008,85,75
4006,09-01-2008,86,74
4006,10-01-2008,88,72
4006,11-01-2008,83,77
4006,12-01-2008,87,73
4006,01-01-2009,88,72
4006,02-01-2009,81,79
4006,03-01-2009,88,72
4006,04-01-2009,79,81
4006,05-01-2009,90,70
4006,06-01-2009,77,83
4006,07-01-2009,75,85
4006,08-01-2009,86,74
4006,09-01-2009,76,84
4007,01-01-2008,79,81
4007,02-01-2008,72,88
4007,03-01-2008,74,86
4007,04-01-2008,80,80
4007,05-01-2008,80,80
4007,06-01-2008,88,72
4007,07-01-2008,75,85
4007,08-01-2008,73,87
4007,09-01-2008,89,71
4007,10-01-2008,71,89
4007,11-01-2008,82,78
4007,12-01-2008,83,77
4007,01-01-2009,77,83
4007,02-01-2009,90,70
4007,03-01-2009,74,86
4007,04-01-2009,84,76
4007,05-01-2009,78,82
4007,06-01-2009,85,75
4007,07-01-2009,90,70
4007,08-01-2009,81,79
4007,09-01-2009,89,71
4008,01-01-2008,83,77
4008,02-01-2008,72,88
4008,03-01-2008,81,79
4008,04-01-2008,76,84
4008,05-01-2008,87,73
4008,06-01-2008,79,81
4008,07-01-2008,74,86
4008,08-01-2008,86,74
4008,09-01-2008,81,79
4008,10-01-2008,85,75
4008,11-01-2008,79,81
4008,12-01-2008,84,76
4008,01-01-2009,90,70
4008,02-01-2009,83,77
4008,03-01-2009,71,89
4008,04-01-2009,80,80
4008,05-01-2009,81,79
4008,06-01-2009,76,84
4008,07-01-2009,77,83
4008,08-01-2009,80,80
4008,09-01-2009,84,76
4009,01-01-2008,82,78
4009,02-01-2008,78,82
4009,03-01-2008,81,79
4009,04-01-2008,86,74
4009,05-01-2008,73,87
4009,06-01-2008,83,77
4009,07-01-2008,89,71
4009,08-01-2008,89,71
4009,09-01-2008,72,88
4009,10-01-2008,84,76
4009,11-01-2008,75,85
4009,12-01-2008,85,75
4009,01-01-2009,89,71
4009,02-01-2009,73,87
4009,03-01-2009,78,82
4009,04-01-2009,82,78
4009,05-01-2009,90,70
4009,06-01-2009,84,76
4009,07-01-2009,89,71
4009,08-01-2009,74,86
4009,09-01-2009,90,70
4010,01-01-2008,76,84
4010,02-01-2008,87,73
4010,03-01-2008,84,76
4010,04-01-2008,74,86
4010,05-01-2008,83,77
4010,06-01-2008,86,74
4010,07-01-2008,82,78
4010,08-01-2008,86,74
4010,09-01-2008,76,84
4010,10-01-2008,84,76
4010,11-01-2008,83,77
4010,12-01-2008,85,75
4010,01-01-2009,80,80
4010,02-01-2009,81,79
4010,03-01-2009,89,71
4010,04-01-2009,84,76
4010,05-01-2009,73,87
4010,06-01-2009,81,79
4010,07-01-2009,87,73
4010,08-01-2009,82,78
4010,09-01-2009,85,75
4011,01-01-2008,83,77
4011,02-01-2008,86,74
4011,03-01-2008,71,89
4011,04-01-2008,89,71
4011,05-01-2008,82,78
4011,06-01-2008,89,71
4011,07-01-2008,72,88
4011,08-01-2008,82,78
4011,09-01-2008,87,73
4011,10-01-2008,76,84
4011,11-01-2008,79,81
4011,12-01-2008,76,84
4011,01-01-2009,88,72
4011,02-01-2009,72,88
4011,03-01-2009,75,85
4011,04-01-2009,81,79
4011,05-01-2009,72,88
4011,06-01-2009,73,87
4011,07-01-2009,89,71
4011,08-01-2009,79,81
4011,09-01-2009,72,88
4012,01-01-2008,80,80
4012,02-01-2008,83,77
4012,03-01-2008,88,72
4012,04-01-2008,82,78
4012,05-01-2008,84,76
4012,06-01-2008,89,71
4012,07-01-2008,71,89
4012,08-01-2008,85,75
4012,09-01-2008,89,71
4012,10-01-2008,87,73
4012,11-01-2008,74,86
4012,12-01-2008,80,80
4012,01-01-2009,80,80
4012,02-01-2009,90,70
4012,03-01-2009,81,79
4012,04-01-2009,88,72
4012,05-01-2009,88,72
4012,06-01-2009,76,84
4012,07-01-2009,86,74
4012,08-01-2009,85,75
4012,09-01-2009,86,74
4013,01-01-2008,79,81
4013,02-01-2008,84,76
4013,03-01-2008,85,75
4013,04-01-2008,75,85
4013,05-01-2008,82,78
4013,06-01-2008,71,89
4013,07-01-2008,73,87
4013,08-01-2008,83,77
4013,09-01-2008,81,79
4013,10-01-2008,88,72
4013,11-01-2008,83,77
4013,12-01-2008,80,80
4013,01-01-2009,89,71
4013,02-01-2009,80,80
4013,03-01-2009,80,80
4013,04-01-2009,89,71
4013,05-01-2009,82,78
4013,06-01-2009,82,78
4013,07-01-2009,77,83
4013,08-01-2009,71,89
4013,09-01-2009,79,81
4014,01-01-2008,74,86
4014,02-01-2008,86,74
4014,03-01-2008,77,83
4014,04-01-2008,83,77
4014,05-01-2008,89,71
4014,06-01-2008,75,85
4014,07-01-2008,80,80
4014,08-01-2008,73,87
4014,09-01-2008,78,82
4014,10-01-2008,72,88
4014,11-01-2008,75,85
4014,12-01-2008,89,71
4014,01-01-2009,89,71
4014,02-01-2009,85,75
4014,03-01-2009,78,82
4014,04-01-2009,86,74
4014,05-01-2009,78,82
4014,06-01-2009,80,80
4014,07-01-2009,90,70
4014,08-01-2009,82,78
4014,09-01-2009,73,87
4015,01-01-2008,84,76
4015,02-01-2008,79,81
4015,03-01-2008,90,70
4015,04-01-2008,72,88
4015,05-01-2008,88,72
4015,06-01-2008,81,79
4015,07-01-2008,82,78
4015,08-01-2008,81,79
4015,09-01-2008,90,70
4015,10-01-2008,82,78
4015,11-01-2008,88,72
4015,12-01-2008,71,89
4015,01-01-2009,79,81
4015,02-01-2009,79,81
4015,03-01-2009,73,87
4015,04-01-2009,73,87
4015,05-01-2009,88,72
4015,06-01-2009,85,75
4015,07-01-2009,81,79
4015,08-01-2009,82,78
4015,09-01-2009,89,71
4016,01-01-2008,78,82
4016,02-01-2008,90,70
4016,03-01-2008,75,85
4016,04-01-2008,79,81
4016,05-01-2008,88,72
4016,06-01-2008,74,86
4016,07-01-2008,89,71
4016,08-01-2008,90,70
4016,09-01-2008,76,84
4016,10-01-2008,90,70
4016,11-01-2008,82,78
4016,12-01-2008,85,75
4016,01-01-2009,72,88
4016,02-01-2009,71,89
4016,03-01-2009,77,83
4016,04-01-2009,78,82
4016,05-01-2009,83,77
4016,06-01-2009,71,89
4016,07-01-2009,88,72
4016,08-01-2009,84,76
4016,09-01-2009,82,78
4017,01-01-2008,84,76
4017,02-01-2008,80,80
4017,03-01-2008,89,71
4017,04-01-2008,89,71
4017,05-01-2008,71,89
4017,06-01-2008,77,83
4017,07-01-2008,76,84
4017,08-01-2008,86,74
4017,09-01-2008,78,82
4017,10-01-2008,71,89
4017,11-01-2008,75,85
4017,12-01-2008,90,70
4017,01-01-2009,89,71
4017,02-01-2009,90,70
4017,03-01-2009,88,72
4017,04-01-2009,81,79
4017,05-01-2009,87,73
4017,06-01-2009,75,85
4017,07-01-2009,75,85
4017,08-01-2009,84,76
4017,09-01-2009,80,80
4018,01-01-2008,75,85
4018,02-01-2008,75,85
4018,03-01-2008,84,76
4018,04-01-2008,88,72
4018,05-01-2008,77,83
4018,06-01-2008,79,81
4018,07-01-2008,83,77
4018,08-01-2008,85,75
4018,09-01-2008,73,87
4018,10-01-2008,74,86
4018,11-01-2008,83,77
4018,12-01-2008,76,84
4018,01-01-2009,76,84
4018,02-01-2009,76,84
4018,03-01-2009,78,82
4018,04-01-2009,74,86
4018,05-01-2009,82,78
4018,06-01-2009,73,87
4018,07-01-2009,88,72
4018,08-01-2009,87,73
4018,09-01-2009,78,82
4019,01-01-2008,75,85
4019,02-01-2008,84,76
4019,03-01-2008,76,84
4019,04-01-2008,88,72
4019,05-01-2008,89,71
4019,06-01-2008,82,78
4019,07-01-2008,74,86
4019,08-01-2008,82,78
4019,09-01-2008,75,85
4019,10-01-2008,82,78
4019,11-01-2008,84,76
4019,12-01-2008,79,81
4019,01-01-2009,86,74
4019,02-01-2009,81,79
4019,03-01-2009,89,71
4019,04-01-2009,75,85
4019,05-01-2009,78,82
4019,06-01-2009,81,79
4019,07-01-2009,84,76
4019,08-01-2009,82,78
4019,09-01-2009,80,80
4020,01-01-2008,85,75
4020,02-01-2008,87,73
4020,03-01-2008,74,86
4020,04-01-2008,79,81
4020,05-01-2008,83,77
4020,06-01-2008,90,70
4020,07-01-2008,90,70
4020,08-01-2008,90,70
4020,09-01-2008,75,85
4020,10-01-2008,86,74
4020,11-01-2008,85,75
4020,12-01-2008,82,78
4020,01-01-2009,81,79
4020,02-01-2009,87,73
4020,03-01-2009,80,80
4020,04-01-2009,84,76
4020,05-01-2009,85,75
4020,06-01-2009,87,73
4020,07-01-2009,74,86
4020,08-01-2009,73,87
4020,09-01-2009,90,70
4021,01-01-2008,72,88
4021,02-01-2008,81,79
4021,03-01-2008,84,76
4021,04-01-2008,82,78
4021,05-01-2008,72,88
4021,06-01-2008,84,76
4021,07-01-2008,80,80
4021,08-01-2008,74,86
4021,09-01-2008,73,87
4021,10-01-2008,71,89
4021,11-01-2008,87,73
4021,12-01-2008,82,78
4021,01-01-2009,72,88
4021,02-01-2009,88,72
4021,03-01-2009,83,77
4021,04-01-2009,83,77
4021,05-01-2009,75,85
4021,06-01-2009,75,85
4021,07-01-2009,75,85
4021,08-01-2009,79,81
4021,09-01-2009,71,89
4022,01-01-2008,79,81
4022,02-01-2008,71,89
4022,03-01-2008,74,86
4022,04-01-2008,79,81
4022,05-01-2008,75,85
4022,06-01-2008,79,81
4022,07-01-2008,84,76
4022,08-01-2008,90,70
4022,09-01-2008,78,82
4022,10-01-2008,87,73
4022,11-01-2008,84,76
4022,12-01-2008,90,70
4022,01-01-2009,73,87
4022,02-01-2009,84,76
4022,03-01-2009,86,74
4022,04-01-2009,73,87
4022,05-01-2009,86,74
4022,06-01-2009,81,79
4022,07-01-2009,71,89
4022,08-01-2009,81,79
4022,09-01-2009,86,74
4023,01-01-2008,71,89
4023,02-01-2008,86,74
4023,03-01-2008,81,79
4023,04-01-2008,76,84
4023,05-01-2008,79,81
4023,06-01-2008,74,86
4023,07-01-2008,73,87
4023,08-01-2008,90,70
4023,09-01-2008,89,71
4023,10-01-2008,88,72
4023,11-01-2008,89,71
4023,12-01-2008,78,82
4023,01-01-2009,82,78
4023,02-01-2009,88,72
4023,03-01-2009,71,89
4023,04-01-2009,74,86
4023,05-01-2009,84,76
4023,06-01-2009,82,78
4023,07-01-2009,78,82
4023,08-01-2009,87,73
4023,09-01-2009,85,75
4024,01-01-2008,77,83
4024,02-01-2008,87,73
4024,03-01-2008,83,77
4024,04-01-2008,72,88
4024,05-01-2008,90,70
4024,06-01-2008,85,75
4024,07-01-2008,76,84
4024,08-01-2008,79,81
4024,09-01-2008,77,83
4024,10-01-2008,80,80
4024,11-01-2008,86,74
4024,12-01-2008,73,87
4024,01-01-2009,78,82
4024,02-01-2009,72,88
4024,03-01-2009,82,78
4024,04-01-2009,74,86
4024,05-01-2009,74,86
4024,06-01-2009,84,76
4024,07-01-2009,85,75
4024,08-01-2009,77,83
4024,09-01-2009,87,73
4025,01-01-2008,88,72
4025,02-01-2008,89,71
4025,03-01-2008,87,73
4025,04-01-2008,74,86
4025,05-01-2008,83,77
4025,06-01-2008,74,86
4025,07-01-2008,71,89
4025,08-01-2008,73,87
4025,09-01-2008,82,78
4025,10-01-2008,80,80
4025,11-01-2008,85,75
4025,12-01-2008,75,85
4025,01-01-2009,73,87
4025,02-01-2009,86,74
4025,03-01-2009,85,75
4025,04-01-2009,84,76
4025,05-01-2009,76,84
4025,06-01-2009,76,84
4025,07-01-2009,90,70
4025,08-01-2009,74,86
4025,09-01-2009,71,89
4026,01-01-2008,90,70
4026,02-01-2008,89,71
4026,03-01-2008,83,77
4026,04-01-2008,71,89
4026,05-01-2008,88,72
4026,06-01-2008,74,86
4026,07-01-2008,82,78
4026,08-01-2008,90,70
4026,09-01-2008,85,75
4026,10-01-2008,76,84
4026,11-01-2008,78,82
4026,12-01-2008,72,88
4026,01-01-2009,72,88
4026,02-01-2009,80,80
4026,03-01-2009,90,70
4026,04-01-2009,79,81
4026,05-01-2009,86,74
4026,06-01-2009,78,82
4026,07-01-2009,84,76
4026,08-01-2009,88,72
4026,09-01-2009,75,85
4027,01-01-2008,90,70
4027,02-01-2008,73,87
4027,03-01-2008,90,70
4027,04-01-2008,90,70
4027,05-01-2008,79,81
4027,06-01-2008,83,77
4027,07-01-2008,84,76
4027,08-01-2008,87,73
4027,09-01-2008,77,83
4027,10-01-2008,75,85
4027,11-01-2008,89,71
4027,12-01-2008,79,81
4027,01-01-2009,85,75
4027,02-01-2009,78,82
4027,03-01-2009,81,79
4027,04-01-2009,81,79
4027,05-01-2009,83,77
4027,06-01-2009,87,73
4027,07-01-2009,85,75
4027,08-01-2009,88,72
4027,09-01-2009,87,73
4028,01-01-2008,79,81
4028,02-01-2008,84,76
4028,03-01-2008,79,81
4028,04-01-2008,85,75
4028,05-01-2008,74,86
4028,06-01-2008,80,80
4028,07-01-2008,90,70
4028,08-01-2008,85,75
4028,09-01-2008,90,70
4028,10-01-2008,85,75
4028,11-01-2008,78,82
4028,12-01-2008,87,73
4028,01-01-2009,77,83
4028,02-01-2009,76,84
4028,03-01-2009,79,81
4028,04-01-2009,86,74
4028,05-01-2009,86,74
4028,06-01-2009,74,86
4028,07-01-2009,76,84
4028,08-01-2009,72,88
4028,09-01-2009,87,73
4029,01-01-2008,87,73
4029,02-01-2008,90,70
4029,03-01-2008,80,80
4029,04-01-2008,81,79
4029,05-01-2008,86,74
4029,06-01-2008,84,76
4029,07-01-2008,82,78
4029,08-01-2008,89,71
4029,09-01-2008,76,84
4029,10-01-2008,80,80
4029,11-01-2008,84,76
4029,12-01-2008,82,78
4029,01-01-2009,88,72
4029,02-01-2009,74,86
4029,03-01-2009,73,87
4029,04-01-2009,73,87
4029,05-01-2009,79,81
4029,06-01-2009,79,81
4029,07-01-2009,79,81
4029,08-01-2009,74,86
4029,09-01-2009,80,80
4030,01-01-2008,86,74
4030,02-01-2008,85,75
4030,03-01-2008,86,74
4030,04-01-2008,83,77
4030,05-01-2008,89,71
4030,06-01-2008,75,85
4030,07-01-2008,73,87
4030,08-01-2008,71,89
4030,09-01-2008,81,79
4030,10-01-2008,87,73
4030,11-01-2008,90,70
4030,12-01-2008,72,88
4030,01-01-2009,75,85
4030,02-01-2009,74,86
4030,03-01-2009,79,81
4030,04-01-2009,80,80
4030,05-01-2009,90,70
4030,06-01-2009,71,89
4030,07-01-2009,83,77
4030,08-01-2009,77,83
4030,09-01-2009,86,74
4031,01-01-2008,74,86
4031,02-01-2008,77,83
4031,03-01-2008,81,79
4031,04-01-2008,74,86
4031,05-01-2008,90,70
4031,06-01-2008,75,85
4031,07-01-2008,71,89
4031,08-01-2008,86,74
4031,09-01-2008,88,72
4031,10-01-2008,82,78
4031,11-01-2008,84,76
4031,12-01-2008,78,82
4031,01-01-2009,76,84
4031,02-01-2009,80,80
4031,03-01-2009,71,89
4031,04-01-2009,76,84
4031,05-01-2009,82,78
4031,06-01-2009,72,88
4031,07-01-2009,71,89
4031,08-01-2009,78,82
4031,09-01-2009,80,80
4032,01-01-2008,75,85
4032,02-01-2008,72,88
4032,03-01-2008,90,70
4032,04-01-2008,86,74
4032,05-01-2008,87,73
4032,06-01-2008,75,85
4032,07-01-2008,71,89
4032,08-01-2008,71,89
4032,09-01-2008,74,86
4032,10-01-2008,77,83
4032,11-01-2008,75,85
4032,12-01-2008,89,71
4032,01-01-2009,86,74
4032,02-01-2009,71,89
4032,03-01-2009,74,86
4032,04-01-2009,76,84
4032,05-01-2009,86,74
4032,06-01-2009,71,89
4032,07-01-2009,90,70
4032,08-01-2009,81,79
4032,09-01-2009,74,86
4033,01-01-2008,80,80
4033,02-01-2008,83,77
4033,03-01-2008,76,84
4033,04-01-2008,79,81
4033,05-01-2008,87,73
4033,06-01-2008,81,79
4033,07-01-2008,74,86
4033,08-01-2008,74,86
4033,09-01-2008,85,75
4033,10-01-2008,72,88
4033,11-01-2008,85,75
4033,12-01-2008,71,89
4033,01-01-2009,75,85
4033,02-01-2009,89,71
4033,03-01-2009,75,85
4033,04-01-2009,81,79
4033,05-01-2009,86,74
4033,06-01-2009,80,80
4033,07-01-2009,88,72
4033,08-01-2009,73,87
4033,09-01-2009,84,76
4034,01-01-2008,82,78
4034,02-01-2008,74,86
4034,03-01-2008,90,70
4034,04-01-2008,83,77
4034,05-01-2008,76,84
4034,06-01-2008,79,81
4034,07-01-2008,79,81
4034,08-01-2008,80,80
4034,09-01-2008,81,79
4034,10-01-2008,71,89
4034,11-01-2008,83,77
4034,12-01-2008,75,85
4034,01-01-2009,74,86
4034,02-01-2009,89,71
4034,03-01-2009,87,73
4034,04-01-2009,88,72
4034,05-01-2009,83,77
4034,06-01-2009,82,78
4034,07-01-2009,79,81
4034,08-01-2009,87,73
4034,09-01-2009,78,82
4035,01-01-2008,82,78
4035,02-01-2008,84,76
4035,03-01-2008,73,87
4035,04-01-2008,77,83
4035,05-01-2008,74,86
4035,06-01-2008,74,86
4035,07-01-2008,79,81
4035,08-01-2008,89,71
4035,09-01-2008,79,81
4035,10-01-2008,78,82
4035,11-01-2008,90,70
4035,12-01-2008,90,70
4035,01-01-2009,84,76
4035,02-01-2009,74,86
4035,03-01-2009,84,76
4035,04-01-2009,73,87
4035,05-01-2009,80,80
4035,06-01-2009,90,70
4035,07-01-2009,86,74
4035,08-01-2009,71,89
4035,09-01-2009,74,86
4036,01-01-2008,81,79
4036,02-01-2008,71,89
4036,03-01-2008,77,83
4036,04-01-2008,86,74
4036,05-01-2008,76,84
4036,06-01-2008,79,81
4036,07-01-2008,89,71
4036,08-01-2008,90,70
4036,09-01-2008,88,72
4036,10-01-2008,80,80
4036,11-01-2008,72,88
4036,12-01-2008,84,76
4036,01-01-2009,90,70
4036,02-01-2009,90,70
4036,03-01-2009,74,86
4036,04-01-2009,74,86
4036,05-01-2009,90,70
4036,06-01-2009,86,74
4036,07-01-2009,80,80
4036,08-01-2009,89,71
4036,09-01-2009,77,83
4037,01-01-2008,88,72
4037,02-01-2008,82,78
4037,03-01-2008,80,80
4037,04-01-2008,86,74
4037,05-01-2008,71,89
4037,06-01-2008,72,88
4037,07-01-2008,82,78
4037,08-01-2008,82,78
4037,09-01-2008,74,86
4037,10-01-2008,74,86
4037,11-01-2008,76,84
4037,12-01-2008,74,86
4037,01-01-2009,85,75
4037,02-01-2009,83,77
4037,03-01-2009,82,78
4037,04-01-2009,77,83
4037,05-01-2009,75,85
4037,06-01-2009,81,79
4037,07-01-2009,80,80
4037,08-01-2009,73,87
4037,09-01-2009,72,88
4038,01-01-2008,73,87
4038,02-01-2008,77,83
4038,03-01-2008,75,85
4038,04-01-2008,78,82
4038,05-01-2008,89,71
4038,06-01-2008,75,85
4038,07-01-2008,81,79
4038,08-01-2008,84,76
4038,09-01-2008,76,84
4038,10-01-2008,74,86
4038,11-01-2008,71,89
